Id,Incident_Id,Incident_Number,Incident_Date,Incident_Dayofmonth,Incident_Month_Number,Incident_Month_Name,Incident_Dayofweek_number,Incident_Dayofweek_name,Incident_Year,Incident_Time,Incident_Hour,Report_Date,Report_Dayofmonth,Report_Month_Number,Report_Month_Name,Report_Dayofweek_number,Report_Dayofweek_name,Report_Year,Report_time,Report_Hour,Incident_Code,Incident_Category,Incident_Subcategory,Incident_Description,Report_Type_Code,Report_Type_Description,Filed_Online,Police_District,Resolution,Latitude,Longitude,Point,Neighborhood,Intersection
71,1100473,216190847,2021-11-30T00:00:00,30,11,November,1,Tuesday,2021,14:53:00,14,2021-12-02T00:00:00,2,12,December,3,Thursday,2021,15:08:00,15:08:00,6374,Property Crimes,Larceny Theft - Other,"Theft, Other Property, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.77755328,-122.3911214,POINT (-122.39112141994217 37.77755327626562),Mission Bay,03RD ST \ BERRY ST
72,1117215,220069694,2022-01-31T00:00:00,31,1,January,0,Monday,2022,20:51:00,20,2022-01-31T00:00:00,31,1,January,0,Monday,2022,20:51:00,20:51:00,26030,Arson,Arson,Arson,II,Initial,0,Southern,Open or Active,37.77100577,-122.4196455,POINT (-122.41964545936246 37.77100577130384),Mission,MISSION ST \ PLUM ST
73,1087342,210719263,2021-11-01T00:00:00,1,11,November,0,Monday,2021,19:00:00,19,2021-11-02T00:00:00,2,11,November,1,Tuesday,2021,11:53:00,11:53:00,26030,Arson,Arson,Arson,II,Initial,0,Mission,Open or Active,37.75220444,-122.4190175,POINT (-122.4190175437401 37.75220444116967),Mission,24TH ST \ OSAGE ALY
74,1104762,210843787,2021-12-21T00:00:00,21,12,December,1,Tuesday,2021,16:49:00,16,2021-12-21T00:00:00,21,12,December,1,Tuesday,2021,19:16:00,19:16:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Southern,Open or Active,37.77633298,-122.3940351,POINT (-122.39403506751226 37.776332975565595),Mission Bay,04TH ST \ KING ST
75,1084915,210701715,2021-10-26T00:00:00,26,10,October,1,Tuesday,2021,10:30:00,10,2021-10-26T00:00:00,26,10,October,1,Tuesday,2021,13:36:00,13:36:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Mission,Open or Active,37.76142713,-122.4260765,POINT (-122.42607650292528 37.76142713261589),Mission,18TH ST \ DOLORES ST
76,1072420,210610304,2021-09-20T00:00:00,20,9,September,0,Monday,2021,15:52:00,15,2021-09-20T00:00:00,20,9,September,0,Monday,2021,15:57:00,15:57:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.76095474,-122.4339036,POINT (-122.43390358046642 37.7609547379289),Castro/Upper Market,18TH ST \ HARTFORD ST
77,1089561,210735617,2021-11-08T00:00:00,8,11,November,0,Monday,2021,15:00:00,15,2021-11-08T00:00:00,8,11,November,0,Monday,2021,16:06:00,16:06:00,26100,Miscellaneous,Extortion-Blackmail,Extortion or Blackmail,II,Initial,0,Northern,Open or Active,37.80019019,-122.4411774,POINT (-122.44117737724194 37.80019018537176),Marina,SCOTT ST \ CHESTNUT ST
78,1103923,210837100,2021-12-18T00:00:00,18,12,December,5,Saturday,2021,18:00:00,18,2021-12-18T00:00:00,18,12,December,5,Saturday,2021,20:00:00,20:00:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.79343239,-122.4128292,POINT (-122.41282921659864 37.7934323938757),Nob Hill,TAYLOR ST \ CLAY ST
79,1098166,210796277,2021-12-01T00:00:00,1,12,December,2,Wednesday,2021,03:38:00,3,2021-12-02T00:00:00,2,12,December,3,Thursday,2021,15:00:00,15:00:00,28092,Malicious Mischief,Vandalism,"Malicious Mischief, Adult Suspect",II,Initial,0,Mission,Open or Active,37.7650022,-122.4204825,POINT (-122.42048249299624 37.76500219593699),Mission,16TH ST \ WIESE ST
80,1148258,220299891,2022-05-07T00:00:00,7,5,May,5,Saturday,2022,21:02:00,21,2022-05-07T00:00:00,7,5,May,5,Saturday,2022,21:25:00,21:25:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Cite or Arrest Adult,37.78742933,-122.4099305,POINT (-122.40993054405932 37.78742932998812),Tenderloin,MASON ST \ DERBY ST
81,1100386,216190483,2021-11-22T00:00:00,22,11,November,0,Monday,2021,17:00:00,17,2021-11-29T00:00:00,29,11,November,0,Monday,2021,12:36:00,12:36:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Southern,Open or Active,37.77403085,-122.3955767,POINT (-122.39557666155538 37.77403085060099),Mission Bay,BERRY ST \ 05TH ST
82,1075668,210635261,2021-09-30T00:00:00,30,9,September,3,Thursday,2021,09:00:00,9,2021-09-30T00:00:00,30,9,September,3,Thursday,2021,09:22:00,09:22:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Cite or Arrest Adult,37.76505134,-122.419669,POINT (-122.41966897380142 37.76505133632968),Mission,16TH ST \ MISSION ST
83,1084504,210698708,2021-10-25T00:00:00,25,10,October,0,Monday,2021,08:40:00,8,2021-10-25T00:00:00,25,10,October,0,Monday,2021,10:50:00,10:50:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Mission,Open or Active,37.76457442,-122.4275604,POINT (-122.42756044981434 37.76457441622863),Castro/Upper Market,LANDERS ST \ 16TH ST
84,1090908,210745939,2021-11-12T00:00:00,12,11,November,4,Friday,2021,16:00:00,16,2021-11-12T00:00:00,12,11,November,4,Friday,2021,16:13:00,16:13:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Bayview,Open or Active,37.73031802,-122.4047064,POINT (-122.40470639531522 37.730318019697776),Portola,THORNTON AVE \ SAN BRUNO AVE
85,1086237,210711457,2021-10-30T00:00:00,30,10,October,5,Saturday,2021,01:40:00,1,2021-10-30T00:00:00,30,10,October,5,Saturday,2021,01:40:00,01:40:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Bayview,Open or Active,37.73686374,-122.3976657,POINT (-122.39766569621433 37.73686374466345),Bayview Hunters Point,QUESADA AVE \ SILVER AVE
86,1092654,210759134,2021-11-17T00:00:00,17,11,November,2,Wednesday,2021,18:51:00,18,2021-11-17T00:00:00,17,11,November,2,Wednesday,2021,18:52:00,18:52:00,3074,Robbery,Robbery - Other,"Robbery, W/ Force",II,Initial,0,Ingleside,Open or Active,37.72224035,-122.443793,POINT (-122.44379303740973 37.72224034731027),Outer Mission,ONEIDA AVE \ DELANO AVE
87,1102688,210828450,2020-07-01T00:00:00,1,7,July,2,Wednesday,2020,00:01:00,0,2021-12-15T00:00:00,15,12,December,2,Wednesday,2021,12:15:00,12:15:00,9027,Fraudulent Activities,Fraud,False Personation,II,Initial,0,Southern,Open or Active,37.78325924,-122.4027082,POINT (-122.40270815508224 37.78325923532804),Financial District/South Beach,04TH ST \ HOWARD ST
88,1106113,210853065,2021-12-26T00:00:00,26,12,December,6,Sunday,2021,11:12:00,11,2021-12-26T00:00:00,26,12,December,6,Sunday,2021,11:12:00,11:12:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Ingleside,Open or Active,37.71436696,-122.4113158,POINT (-122.41131582587983 37.7143669576848),Visitacion Valley,RAYMOND AVE \ ELLIOT ST
89,1103675,210835370,2021-12-18T00:00:00,18,12,December,5,Saturday,2021,00:45:00,0,2021-12-18T00:00:00,18,12,December,5,Saturday,2021,00:45:00,00:45:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Northern,Cite or Arrest Adult,37.7882227,-122.4202104,POINT (-122.42021043633935 37.788222699672026),Nob Hill,POLK ST \ FERN ST
90,1149454,220307682,2022-05-10T00:00:00,10,5,May,1,Tuesday,2022,12:15:00,12,2022-05-11T00:00:00,11,5,May,2,Wednesday,2022,12:16:00,12:16:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.80489601,-122.4117665,POINT (-122.4117664820691 37.80489600962184),North Beach,FRANCISCO ST \ POWELL ST
91,1108019,220002365,2022-01-02T00:00:00,2,1,January,6,Sunday,2022,07:00:00,7,2022-01-02T00:00:00,2,1,January,6,Sunday,2022,07:10:00,07:10:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.7657833,-122.4075342,POINT (-122.40753423057456 37.76578329861651),Mission,16TH ST \ POTRERO AVE
92,1159539,220381727,2022-06-11T00:00:00,11,6,June,5,Saturday,2022,00:15:00,0,2022-06-11T00:00:00,11,6,June,5,Saturday,2022,01:01:00,01:01:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.797089,-122.4354898,POINT (-122.43548982808359 37.797089000192194),Marina,UNION ST \ FILLMORE ST
93,1128426,220151116,2022-03-06T00:00:00,6,3,March,6,Sunday,2022,20:30:00,20,2022-03-07T00:00:00,7,3,March,0,Monday,2022,04:49:00,04:49:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,II,Initial,0,Central,Open or Active,37.78787217,-122.4116992,POINT (-122.41169923333719 37.78787216759232),Nob Hill,TAYLOR ST \ POST ST
94,1113960,220047145,2022-01-21T00:00:00,21,1,January,4,Friday,2022,23:34:00,23,2022-01-21T00:00:00,21,1,January,4,Friday,2022,23:34:00,23:34:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Richmond,Cite or Arrest Adult,37.78076874,-122.469627,POINT (-122.46962703232886 37.78076873794362),Inner Richmond,11TH AVE \ GEARY BLVD
95,1112103,220032641,2022-01-15T00:00:00,15,1,January,5,Saturday,2022,15:23:00,15,2022-01-15T00:00:00,15,1,January,5,Saturday,2022,15:35:00,15:35:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Southern,Open or Active,37.78053539,-122.4081608,POINT (-122.40816079455212 37.7805353858225),South of Market,06TH ST \ MINNA ST
96,1093444,210765391,2021-11-19T00:00:00,19,11,November,4,Friday,2021,21:30:00,21,2021-11-20T00:00:00,20,11,November,5,Saturday,2021,02:00:00,02:00:00,9250,Fraudulent Activities,Fraud,Fraudulent Use Of Automated Teller Card,II,Initial,0,Mission,Open or Active,37.75220444,-122.4190175,POINT (-122.4190175437401 37.75220444116967),Mission,24TH ST \ OSAGE ALY
97,1104160,210839178,2021-12-17T00:00:00,17,12,December,4,Friday,2021,21:09:00,21,2021-12-19T00:00:00,19,12,December,6,Sunday,2021,21:35:00,21:35:00,26080,Miscellaneous,Other,Conspiracy,II,Initial,0,Central,Open or Active,37.80516965,-122.4172262,POINT (-122.41722619458592 37.80516964874004),Russian Hill,BAY ST \ COLUMBUS AVE
98,1110024,220016510,2022-01-05T00:00:00,5,1,January,2,Wednesday,2022,10:00:00,10,2022-01-08T00:00:00,8,1,January,5,Saturday,2022,16:25:00,16:25:00,5041,Property Crimes,Burglary - Residential,"Burglary, Residence, Forcible Entry",II,Initial,0,Ingleside,Open or Active,37.73860149,-122.4233527,POINT (-122.42335265868996 37.738601489255814),Bernal Heights,APPLETON AVE \ GLADYS ST
99,1151047,226081678,2022-05-13T00:00:00,13,5,May,4,Friday,2022,09:00:00,9,2022-05-16T00:00:00,16,5,May,0,Monday,2022,12:24:00,12:24:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Central,Open or Active,37.78631022,-122.4164491,POINT (-122.41644912401847 37.78631021732119),Tenderloin,GEARY ST \ HYDE ST
100,1109028,220009098,2022-01-05T00:00:00,5,1,January,2,Wednesday,2022,09:51:00,9,2022-01-05T00:00:00,5,1,January,2,Wednesday,2022,10:15:00,10:15:00,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",II,Initial,0,Mission,Open or Active,37.75502908,-122.4254572,POINT (-122.42545718125298 37.755029078131756),Noe Valley,22ND ST \ DOLORES ST
101,1125469,220129458,2022-02-25T00:00:00,25,2,February,4,Friday,2022,18:15:00,18,2022-02-25T00:00:00,25,2,February,4,Friday,2022,18:15:00,18:15:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Mission,Open or Active,37.74917218,-122.4159546,POINT (-122.41595464350685 37.749172182064),Mission,SOUTH VAN NESS AVE \ 26TH ST
102,1126220,220135728,2022-02-28T00:00:00,28,2,February,0,Monday,2022,17:44:00,17,2022-02-28T00:00:00,28,2,February,0,Monday,2022,17:47:00,17:47:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Ingleside,Open or Active,37.73515285,-122.4221208,POINT (-122.4221208078308 37.73515284656982),Bernal Heights,AGNON AVE \ CRESCENT AVE
103,1116618,220065147,2022-01-29T00:00:00,29,1,January,5,Saturday,2022,19:25:00,19,2022-01-29T00:00:00,29,1,January,5,Saturday,2022,19:30:00,19:30:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Central,Open or Active,37.79844229,-122.4098788,POINT (-122.40987875494628 37.7984422945084),Chinatown,VALLEJO ST \ TURK MURPHY LN
104,1103482,210833584,2021-10-17T00:00:00,17,10,October,6,Sunday,2021,20:00:00,20,2021-12-17T00:00:00,17,12,December,4,Friday,2021,10:13:00,10:13:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Bayview,Open or Active,37.72488426,-122.4090274,POINT (-122.40902743302047 37.724884264310326),Portola,WAYLAND ST \ HAMILTON ST
105,1213973,220779699,2022-11-12T00:00:00,12,11,November,5,Saturday,2022,21:26:00,21,2022-11-12T00:00:00,12,11,November,5,Saturday,2022,21:29:00,21:29:00,26030,Arson,Arson,Arson,II,Initial,0,Southern,Open or Active,37.7738563,-122.4052858,POINT (-122.40528580238285 37.77385630397913),South of Market,BRYANT ST \ LANGTON ST
106,1148738,220303715,2022-05-09T00:00:00,9,5,May,0,Monday,2022,19:10:00,19,2022-05-09T00:00:00,9,5,May,0,Monday,2022,19:10:00,19:10:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Ingleside,Open or Active,37.72923779,-122.4395518,POINT (-122.43955184049074 37.729237794999506),Outer Mission,SAN JOSE AVE \ PILGRIM AVE
107,1136312,220211908,2022-04-01T00:00:00,1,4,April,4,Friday,2022,01:50:00,1,2022-04-01T00:00:00,1,4,April,4,Friday,2022,02:03:00,02:03:00,3074,Robbery,Robbery - Other,"Robbery, W/ Force",II,Initial,0,Ingleside,Open or Active,37.73606117,-122.4244663,POINT (-122.42446626401404 37.73606117177687),Bernal Heights,MISSION ST \ RICHLAND AVE
108,1100695,210814158,2021-12-09T00:00:00,9,12,December,3,Thursday,2021,12:07:00,12,2021-12-09T00:00:00,9,12,December,3,Thursday,2021,12:09:00,12:09:00,5014,Property Crimes,Theft From Vehicle,"Burglary, Vehicle (Arrest made)",IS,Initial Supplement,0,Mission,Cite or Arrest Adult,37.75996738,-122.4236413,POINT (-122.42364130874256 37.75996737508222),Mission,19TH ST \ GUERRERO ST
109,1167285,220439047,2022-07-04T00:00:00,4,7,July,0,Monday,2022,17:21:00,17,2022-07-04T00:00:00,4,7,July,0,Monday,2022,17:21:00,17:21:00,26030,Arson,Arson,Arson,II,Initial,0,Park,Open or Active,37.74684484,-122.4498294,POINT (-122.44982942210157 37.746844836054386),Twin Peaks,PANORAMA DR \ MIDCREST WAY
110,1122350,220107119,2021-12-01T00:00:00,1,12,December,2,Wednesday,2021,18:00:00,18,2022-02-16T00:00:00,16,2,February,2,Wednesday,2022,14:30:00,14:30:00,5071,Property Crimes,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",II,Initial,0,Mission,Open or Active,37.75207443,-122.421143,POINT (-122.42114296980318 37.752074434177075),Mission,24TH ST \ POPLAR ST
111,1165776,220427848,2022-06-29T00:00:00,29,6,June,2,Wednesday,2022,17:19:00,17,2022-06-29T00:00:00,29,6,June,2,Wednesday,2022,17:32:00,17:32:00,3074,Robbery,Robbery - Other,"Robbery, W/ Force",II,Initial,0,Southern,Open or Active,37.77769966,-122.4046055,POINT (-122.40460550711119 37.777699658507856),South of Market,CLARA ST \ 06TH ST
112,1126448,220136867,2022-03-01T00:00:00,1,3,March,1,Tuesday,2022,10:03:00,10,2022-03-01T00:00:00,1,3,March,1,Tuesday,2022,10:07:00,10:07:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Mission,Open or Active,37.75863257,-122.4190526,POINT (-122.41905260777229 37.75863256660654),Mission,20TH ST \ MISSION ST
113,1125947,220132718,2022-02-27T00:00:00,27,2,February,6,Sunday,2022,12:30:00,12,2022-02-27T00:00:00,27,2,February,6,Sunday,2022,13:08:00,13:08:00,26030,Arson,Arson,Arson,II,Initial,0,Northern,Open or Active,37.80068373,-122.4372997,POINT (-122.43729967065362 37.80068373185481),Marina,MALLORCA WAY \ CHESTNUT ST
114,1117202,220069569,2022-01-31T00:00:00,31,1,January,0,Monday,2022,20:08:00,20,2022-01-31T00:00:00,31,1,January,0,Monday,2022,20:15:00,20:15:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Northern,Open or Active,37.78356778,-122.4192734,POINT (-122.41927343381671 37.78356778488696),Tenderloin,POLK ST \ WILLOW ST
115,1214100,220780721,2022-11-12T00:00:00,12,11,November,5,Saturday,2022,22:00:00,22,2022-11-13T00:00:00,13,11,November,6,Sunday,2022,11:15:00,11:15:00,7100,Property Crimes,Vandalism,"Vehicle, Tampering",II,Initial,0,Taraval,Open or Active,37.73847287,-122.4947206,POINT (-122.49472055073831 37.73847287088267),Sunset/Parkside,VICENTE ST \ 37TH AVE
116,1117935,220075055,2022-02-03T00:00:00,3,2,February,3,Thursday,2022,02:09:00,2,2022-02-03T00:00:00,3,2,February,3,Thursday,2022,02:20:00,02:20:00,7100,Property Crimes,Vandalism,"Vehicle, Tampering",II,Initial,0,Park,Open or Active,37.77157104,-122.4421879,POINT (-122.44218788158265 37.77157103671907),Haight Ashbury,PAGE ST \ LYON ST
117,1132736,220185676,2022-03-21T00:00:00,21,3,March,0,Monday,2022,15:11:00,15,2022-03-21T00:00:00,21,3,March,0,Monday,2022,15:11:00,15:11:00,30140,Miscellaneous,Other,"Air Gun, Possession",II,Initial,0,Central,Open or Active,37.74388334,-122.3831182,POINT (-122.38311822134833 37.74388333564679),Bayview Hunters Point,MENDELL ST \ CARGO WAY
118,1128044,220147494,2022-03-04T00:00:00,4,3,March,4,Friday,2022,21:00:00,21,2022-03-05T00:00:00,5,3,March,5,Saturday,2022,12:24:00,12:24:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.79930285,-122.4106443,POINT (-122.41064427447627 37.79930285244731),Chinatown,GREEN ST \ POWELL ST
119,1166492,220432831,2022-07-01T00:00:00,1,7,July,4,Friday,2022,16:00:00,16,2022-07-01T00:00:00,1,7,July,4,Friday,2022,16:04:00,16:04:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Central,Open or Active,37.79602475,-122.4066524,POINT (-122.40665235335732 37.79602474908684),Chinatown,JACKSON ST \ GRANT AVE
120,1127708,220144876,2022-03-04T00:00:00,4,3,March,4,Friday,2022,08:16:00,8,2022-03-04T00:00:00,4,3,March,4,Friday,2022,09:31:00,09:31:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Northern,Open or Active,37.80435912,-122.4370456,POINT (-122.43704556734586 37.80435912227808),Marina,FILLMORE ST \ BEACH ST
121,1127519,220144406,2022-03-04T00:00:00,4,3,March,4,Friday,2022,03:30:00,3,2022-03-04T00:00:00,4,3,March,4,Friday,2022,05:33:00,05:33:00,60170,Suicide,Suicide,Suicide By Jumping,II,Initial,0,Southern,Open or Active,37.78158767,-122.4006131,POINT (-122.40061307317757 37.781587665481965),South of Market,04TH ST \ SHIPLEY ST
122,1124105,220119932,2022-02-22T00:00:00,22,2,February,1,Tuesday,2022,02:28:00,2,2022-02-22T00:00:00,22,2,February,1,Tuesday,2022,02:36:00,02:36:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.79843906,-122.4323927,POINT (-122.43239266601849 37.79843905991203),Marina,FILBERT ST \ BUCHANAN ST
123,1110161,220017615,2021-12-23T00:00:00,23,12,December,3,Thursday,2021,00:00:00,0,2022-01-09T00:00:00,9,1,January,6,Sunday,2022,08:51:00,08:51:00,75000,Police Interaction Incidents,Missing Person,Found Person,II,Initial,0,Southern,Open or Active,37.77357345,-122.3994331,POINT (-122.39943313209075 37.77357345477833),Mission Bay,TOWNSEND ST \ 06TH ST
124,1129284,220158203,2022-03-09T00:00:00,9,3,March,2,Wednesday,2022,17:10:00,17,2022-03-09T00:00:00,9,3,March,2,Wednesday,2022,17:30:00,17:30:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.7876636,-122.413354,POINT (-122.41335396485418 37.787663597834545),Tenderloin,JONES ST \ POST ST
125,1186766,220581773,2022-08-28T00:00:00,28,8,August,6,Sunday,2022,16:05:00,16,2022-08-28T00:00:00,28,8,August,6,Sunday,2022,16:31:00,16:31:00,64010,Miscellaneous,Other,"Dog, Bite or Attack",II,Initial,0,Park,Open or Active,37.76989839,-122.4350523,POINT (-122.435052315381 37.76989839338025),Haight Ashbury,SCOTT ST \ LLOYD ST
126,1166218,220431178,2022-06-30T00:00:00,30,6,June,3,Thursday,2022,22:00:00,22,2022-06-30T00:00:00,30,6,June,3,Thursday,2022,22:12:00,22:12:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Bayview,Open or Active,37.7392759,-122.4002464,POINT (-122.40024641045045 37.73927590153057),Bayview Hunters Point,PALOU AVE \ SELBY ST
127,1110964,220024290,2022-01-12T00:00:00,12,1,January,2,Wednesday,2022,05:10:00,5,2022-01-12T00:00:00,12,1,January,2,Wednesday,2022,05:30:00,05:30:00,75000,Police Interaction Incidents,Missing Person,Found Person,II,Initial,0,Tenderloin,Open or Active,37.78434927,-122.4093092,POINT (-122.4093091807476 37.7843492684367),Tenderloin,EDDY ST \ MASON ST
128,1153058,220333621,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,21:11:00,21,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,21:19:00,21:19:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.77583434,-122.4311986,POINT (-122.43119861059851 37.7758343406229),Hayes Valley,FILLMORE ST \ HAYES ST
129,1111414,220027692,2021-01-13T00:00:00,13,1,January,2,Wednesday,2021,12:44:00,12,2022-01-13T00:00:00,13,1,January,3,Thursday,2022,12:50:00,12:50:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.76827365,-122.4199815,POINT (-122.41998151324081 37.768273652528386),Mission,14TH ST \ MISSION ST
130,1109156,220009935,2022-01-05T00:00:00,5,1,January,2,Wednesday,2022,16:10:00,16,2022-01-05T00:00:00,5,1,January,2,Wednesday,2022,16:18:00,16:18:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.76018891,-122.4199749,POINT (-122.41997494764911 37.76018890923618),Mission,SAN CARLOS ST \ 19TH ST
131,1137297,220219087,2022-04-04T00:00:00,4,4,April,0,Monday,2022,09:39:00,9,2022-04-04T00:00:00,4,4,April,0,Monday,2022,10:28:00,10:28:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Tenderloin,Open or Active,37.7831014,-122.4191817,POINT (-122.41918170505187 37.78310139923345),Tenderloin,POLK ST \ EDDY ST
132,1125255,220104109,2022-02-10T00:00:00,10,2,February,3,Thursday,2022,00:30:00,0,2022-02-25T00:00:00,25,2,February,4,Friday,2022,09:32:00,09:32:00,65030,Miscellaneous,Other,"Driving, Speeding",II,Initial,0,Out of SF,Open or Active,37.77346692,-122.3914343,POINT (-122.39143433652146 37.773466920607476),Mission Bay,04TH ST \ LONG BRIDGE ST
133,1116156,220061991,2022-01-26T00:00:00,26,1,January,2,Wednesday,2022,00:00:00,0,2022-01-28T00:00:00,28,1,January,4,Friday,2022,11:45:00,11:45:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Northern,Open or Active,37.80466857,-122.4411962,POINT (-122.4411962312475 37.80466856646345),Marina,AVILA ST \ PRADO ST
134,1107996,220002111,2022-01-02T00:00:00,2,1,January,6,Sunday,2022,01:24:00,1,2022-01-02T00:00:00,2,1,January,6,Sunday,2022,01:27:00,01:27:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Taraval,Open or Active,37.74807303,-122.4674608,POINT (-122.46746079569033 37.74807303062934),West of Twin Peaks,MENDOSA AVE \ END
135,1132113,220180319,2022-03-18T00:00:00,18,3,March,4,Friday,2022,22:20:00,22,2022-03-18T00:00:00,18,3,March,4,Friday,2022,23:09:00,23:09:00,64010,Miscellaneous,Other,"Dog, Bite or Attack",II,Initial,0,Richmond,Open or Active,37.77989057,-122.4890135,POINT (-122.48901349383902 37.77989057434443),Outer Richmond,29TH AVE \ GEARY BLVD
136,1137662,220221866,2022-04-05T00:00:00,5,4,April,1,Tuesday,2022,09:54:00,9,2022-04-05T00:00:00,5,4,April,1,Tuesday,2022,10:20:00,10:20:00,3074,Robbery,Robbery - Other,"Robbery, W/ Force",II,Initial,0,Bayview,Open or Active,37.74289681,-122.3970013,POINT (-122.3970013283792 37.7428968146528),Bayview Hunters Point,JERROLD AVE \ SELBY ST
137,1118112,220035582,2022-01-17T00:00:00,17,1,January,0,Monday,2022,06:53:00,6,2022-01-17T00:00:00,17,1,January,0,Monday,2022,06:53:00,06:53:00,65015,Miscellaneous,Other,"Driving, No License Issued",II,Initial,0,Park,Cite or Arrest Adult,37.77086854,-122.4251355,POINT (-122.42513550957302 37.77086854458143),Hayes Valley,HERMANN ST \ LAGUNA ST
138,1106644,210857108,2021-12-27T00:00:00,27,12,December,0,Monday,2021,14:30:00,14,2021-12-28T00:00:00,28,12,December,1,Tuesday,2021,08:51:00,08:51:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Northern,Open or Active,37.78482668,-122.4431826,POINT (-122.44318255363099 37.78482668479605),Japantown,SUTTER ST \ BAKER ST
139,1121351,220098916,2022-02-12T00:00:00,12,2,February,5,Saturday,2022,20:30:00,20,2022-02-12T00:00:00,12,2,February,5,Saturday,2022,20:59:00,20:59:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Taraval,Open or Active,37.72694991,-122.4760395,POINT (-122.47603947349434 37.72694991292525),Lakeshore,20TH AVE \ WINSTON DR
140,1183584,220557514,2022-08-19T00:00:00,19,8,August,4,Friday,2022,09:45:00,9,2022-08-19T00:00:00,19,8,August,4,Friday,2022,09:45:00,09:45:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Tenderloin,Open or Active,37.78279445,-122.4140538,POINT (-122.41405376568504 37.78279444506034),Tenderloin,LEAVENWORTH ST \ TURK ST
141,1186610,220580515,2022-08-27T00:00:00,27,8,August,5,Saturday,2022,13:30:00,13,2022-08-28T00:00:00,28,8,August,6,Sunday,2022,02:56:00,02:56:00,26031,Arson,Arson,Arson of Vehicle,II,Initial,0,Central,Open or Active,37.79631651,-122.4150943,POINT (-122.41509427983935 37.796316513421864),Nob Hill,BERNARD ST \ JONES ST
142,1129050,220155936,2022-03-04T00:00:00,4,3,March,4,Friday,2022,12:00:00,12,2022-03-08T00:00:00,8,3,March,1,Tuesday,2022,19:39:00,19:39:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Ingleside,Open or Active,37.721575,-122.4371495,POINT (-122.43714952548773 37.721575000353845),Excelsior,MISSION ST \ RUSSIA AVE
143,1151428,226046252,2022-03-21T00:00:00,21,3,March,0,Monday,2022,18:00:00,18,2022-03-21T00:00:00,21,3,March,0,Monday,2022,21:43:00,21:43:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Northern,Open or Active,37.78619643,-122.4248584,POINT (-122.42485842366148 37.78619642719614),Japantown,GOUGH ST \ POST ST
